,tempmax,Outcome_EXPIRY_sum,Outcome_DAMA_sum,Outcome_DISCHARGE_sum,SMOKING__sum,ALCOHOL_sum,DM_sum,HTN_sum,PRIOR_CMP_sum,readmissions_sum,CKD_sum,SEVERE_ANAEMIA_sum,ANAEMIA_sum,STABLE_ANGINA_sum,ACS_sum,STEMI_sum,ATYPICAL_CHEST_PAIN_sum,HEART_FAILURE_sum,HFREF_sum,HFNEF_sum,VALVULAR_sum,CAD_sum,total_admissions,condition_rainy,TYPE_OF_ADMISSION_EMERGENCY_OPD_sum,temp,dew,humidity,windspeed,winddir,sealevelpressure,PM10 AVG,PM2.5 AVG,visibility,TLC_median,PLATELETS_median,GLUCOSE_median,UREA_median,CREATININE_median,BNP_median,solarenergy,uvindex,tempmin,sun_duration,cloudcover,male_ratio,rural_ratio,EF_median,HB_mean,DURATION_OF_STAY_median,duration_of_intensive_unit_stay_median,average_age,search_HeroDMCHeartInstitute,search_chestpain,cpi_health_PoP,cpi_Food_Beverages_PoP,cpi_health_YoY,vehicles_units_PoP,cpi_FaB,cpi_health,cpi_tobacco_intoxicants,vehicles_units
2018-07-29,35.0,3,6,101,7,5,32,54,16,31,15,4,24,16,41,17,5,28,8,20,3,88,113,7,88,29.842857142857145,25.6,79.32857142857142,11.857142857142858,217.9857142857143,997.5,71.42857142857143,52.0,2.2857142857142856,10.15,239.78571428571428,147.5,32.142857142857146,0.9935714285714284,553.8857142857142,23.571428571428573,8.571428571428571,26.12857142857143,825.8809523809523,37.17142857142857,0.6662843367812312,0.1344660515467969,45.22857142857144,11.984819311123658,5.142857142857143,3.857142857142857,61.08311305671554,40.0,55.0,-0.09462528387585,0.39384846211553,4.44444444444444,-3.52837400764481,135.5648735880237,133.4447797970562,162.2444871594575,14965
2018-08-05,37.0,9,4,99,6,10,32,50,9,34,16,2,21,7,30,8,3,27,6,21,2,73,108,5,80,30.685714285714287,23.67142857142857,67.75714285714285,16.3,253.28571428571428,996.9142857142856,72.28571428571429,68.28571428571429,2.757142857142857,9.803571428571429,239.2142857142857,146.35714285714286,36.5,1.0804285714285715,603.7592857142856,24.028571428571432,8.714285714285714,25.65714285714285,816.6666666666667,34.25714285714286,0.664172335600907,0.1965419501133787,41.55,12.53629365079365,4.857142857142857,2.9285714285714284,59.55966553287982,12.0,21.0,0.07598784194529,0.48744460856721,3.933910306845,-5.13258153002134,136.1080693720605,133.63298661475855,162.75707784479687,14909
2018-08-12,37.0,9,7,121,5,3,32,64,16,44,10,5,22,19,49,21,7,36,16,20,1,106,138,6,93,29.52857142857143,24.4,75.55714285714285,14.842857142857143,189.6428571428572,999.1714285714286,40.285714285714285,34.714285714285715,2.414285714285714,9.24642857142857,206.6642857142857,140.5,34.142857142857146,1.012857142857143,604.842857142857,21.27142857142857,8.0,25.87142857142857,806.4095238095239,54.72857142857144,0.6152369560264297,0.1845579858737753,44.24285714285714,12.131417179311915,4.714285714285714,3.071428571428572,61.76760651629073,0.0,19.0,0.07598784194529,0.48744460856721,3.933910306845,1.19514232474459,136.65827191019392,133.8240694936312,163.1797972863494,14329
2018-08-19,36.5,11,12,73,2,3,23,48,14,58,10,4,19,8,24,10,2,37,12,25,3,66,111,6,74,30.428571428571427,24.442857142857143,72.04285714285714,11.2,168.42857142857142,998.8,50.71428571428572,27.571428571428573,2.642857142857143,9.83,227.79071428571427,144.14285714285714,40.42857142857143,1.0281428571428572,625.5814285714285,21.942857142857143,8.285714285714286,26.185714285714287,795.3190476190476,42.68571428571429,0.5948927896517459,0.1981823351350109,44.25,12.0604385581984,5.071428571428571,3.0,61.66871418423829,17.0,12.0,0.07598784194529,0.48744460856721,3.933910306845,2.62238872309353,137.20044849071098,134.01812448158952,163.5169830041093,13460
2018-08-26,37.8,10,13,129,3,2,29,59,17,46,24,6,39,20,61,27,4,57,26,31,7,107,157,5,119,31.128571428571423,24.042857142857144,67.78571428571429,14.757142857142858,202.6714285714285,998.6857142857144,40.71428571428572,25.428571428571427,3.1,9.760714285714286,225.07142857142856,139.68571428571428,37.221428571428575,1.0064285714285717,624.0642857142857,22.5,8.285714285714286,26.4,783.5833333333333,37.285714285714285,0.6358903942676843,0.177106777775836,45.285714285714285,11.79215624642596,5.0,2.9285714285714284,63.00880362759152,0.0,28.0,0.07598784194529,0.48744460856721,3.933910306845,9.32434104690014,137.71954725011915,134.21524762654866,163.77309749186134,14636
2018-09-02,39.2,13,10,114,6,7,22,51,8,22,11,1,24,9,48,13,1,28,17,11,2,68,114,5,91,30.87142857142857,22.9,64.81428571428572,11.55714285714286,215.32857142857145,1000.5142857142856,49.85714285714285,32.0,2.3428571428571425,9.692142857142857,217.8571428571429,128.8357142857143,40.642857142857146,1.0309285714285714,541.2285714285715,20.67142857142857,8.0,26.17142857142857,771.3642857142858,36.82857142857143,0.6287085625777624,0.2299606130077449,48.07142857142857,11.953058612494113,4.928571428571429,3.2857142857142856,61.42789633133075,0.0,22.0,0.07598784194529,0.48744460856721,3.933910306845,-2.26385194408286,138.20051632492587,134.41553497642383,163.95260324339037,15344
2018-09-09,37.2,5,14,83,11,7,22,48,7,39,10,4,18,8,52,16,1,35,13,22,4,90,118,7,92,29.414285714285715,22.714285714285715,69.24285714285715,12.0,169.55714285714288,1003.0285714285714,41.85714285714285,30.142857142857142,2.8714285714285714,10.207142857142856,228.0,140.32857142857142,33.07142857142857,0.9192857142857144,524.8971428571429,19.4,7.571428571428571,25.1,758.7809523809525,44.67142857142857,0.569622207857502,0.221799360769949,47.41428571428571,12.2117733247145,5.142857142857143,3.357142857142857,61.01944624003448,0.0,45.0,0.20817562452687,0.07209805335256,5.79825258141381,-3.70027216399328,138.62830385163866,134.6190825791303,164.0599627524813,14584
2018-09-16,37.2,11,5,124,8,8,25,57,22,47,11,3,20,21,44,16,2,40,15,25,5,96,150,4,111,29.31428571428572,20.942857142857143,63.15714285714286,13.914285714285716,243.2428571428572,1005.1857142857144,38.57142857142857,25.571428571428573,3.3428571428571425,9.607142857142858,212.6428571428572,142.78571428571428,41.07142857142857,1.0142857142857142,618.3357142857143,22.357142857142858,8.571428571428571,24.1,745.947619047619,17.057142857142857,0.5502900036652897,0.2119676662010758,47.06428571428571,12.209794669480024,5.071428571428571,2.857142857142857,60.90828768231514,0.0,9.0,0.20817562452687,0.07209805335256,5.79825258141381,-7.69693325315695,138.98785796676498,134.82598648258323,164.099638512919,12550
2018-09-23,37.2,11,14,126,2,6,18,75,17,31,12,6,35,12,58,24,5,42,18,24,5,104,156,4,110,27.414285714285715,19.47142857142857,66.15714285714286,18.485714285714288,155.82857142857142,1006.4142857142856,72.14285714285714,73.28571428571429,3.1142857142857143,9.671428571428573,206.9857142857143,137.25714285714284,33.142857142857146,0.9285714285714286,570.9571428571428,18.81428571428572,7.285714285714286,22.085714285714285,732.9666666666666,22.04285714285714,0.69176072946341,0.2811874795684864,48.971428571428575,12.142272624106852,4.5,2.9285714285714284,58.758340805429725,58.0,15.0,0.20817562452687,0.07209805335256,5.79825258141381,11.6351791530945,139.26412680681224,135.03634273469797,164.0760930184883,13370
2018-09-30,32.9,8,7,111,3,5,19,57,24,27,13,0,16,6,53,13,6,49,23,26,1,87,133,4,107,25.75714285714286,20.085714285714285,72.98571428571428,12.042857142857144,221.6714285714285,1008.157142857143,51.142857142857146,53.285714285714285,2.5285714285714285,9.892857142857142,215.42857142857144,149.64285714285714,38.42857142857143,0.9835714285714288,524.9,19.52857142857143,7.428571428571429,20.485714285714288,719.9261904761905,15.214285714285714,0.6238875959740621,0.208771432549628,44.25714285714286,12.414401131797748,5.785714285714286,3.857142857142857,60.11990691013248,22.0,27.0,0.20817562452687,0.07209805335256,5.79825258141381,8.03571428571429,139.1,133.2,163.2,10796
2018-10-07,33.8,13,13,124,4,7,12,42,19,37,14,2,23,8,52,14,0,47,20,27,5,76,121,1,87,26.228571428571428,16.914285714285715,58.25714285714286,10.157142857142857,190.1428571428572,1009.9857142857144,52.85714285714285,52.85714285714285,2.971428571428571,10.035714285714286,217.57142857142856,144.92857142857142,35.642857142857146,0.995,553.1571428571428,20.37142857142857,8.0,20.585714285714285,706.9142857142857,0.2857142857142857,0.6494730666159237,0.2228098885241742,47.05714285714286,12.166545676545676,5.357142857142857,3.857142857142857,60.54652522081094,45.0,0.0,0.0,0.01797268152408,5.54675118858953,-9.85253605574461,139.5116108973847,135.46779647657345,163.86730381769755,9821
2018-10-14,32.7,12,10,98,1,3,15,65,14,48,7,3,25,14,44,19,4,38,15,23,10,99,143,2,91,24.62857142857143,15.714285714285714,60.114285714285714,11.642857142857142,149.52857142857144,1010.5714285714286,96.85714285714286,116.0,2.9857142857142853,9.714285714285714,220.3571428571429,141.97857142857143,37.42857142857143,1.0521428571428573,497.13571428571424,18.428571428571427,7.571428571428571,18.67142857142857,694.0166666666667,0.9714285714285716,0.6472409850147673,0.2435319665623686,45.959140797182506,12.311208714682463,4.357142857142857,2.642857142857143,60.74249783125232,0.0,14.0,0.0,0.01797268152408,5.54675118858953,-9.77290430822698,139.48278055903634,135.68908606216465,163.75167856412625,11140
2018-10-21,32.0,8,6,130,3,4,24,48,16,36,12,6,32,8,52,18,5,47,12,35,6,89,150,0,113,23.82857142857143,11.94285714285714,49.92857142857143,11.171428571428573,202.6,1011.9,96.85714285714286,131.14285714285714,2.314285714285714,10.44285714285714,231.9,139.64285714285714,36.92857142857143,1.0007142857142857,506.12142857142857,17.657142857142855,7.428571428571429,17.642857142857142,681.3476190476191,14.0,0.5798855273103394,0.1797896527031865,46.51428571428572,11.874582468074948,5.071428571428571,3.2142857142857144,60.16122747344552,20.0,37.0,0.0,0.01797268152408,5.54675118858953,5.35927746048612,139.37057376786154,135.91421218807852,163.71206896126392,13324
2018-10-28,30.8,9,12,120,4,3,24,65,11,36,14,7,34,8,50,19,3,40,20,20,4,96,150,0,109,22.9,9.457142857142856,44.68571428571429,11.0,161.8714285714286,1014.8,102.14285714285714,149.71428571428572,2.271428571428572,9.857142857142858,199.6428571428572,135.71428571428572,35.5,0.9845,497.20714285714286,16.414285714285715,6.857142857142857,16.52857142857143,669.047619047619,5.642857142857143,0.6252281127606623,0.2342807293095306,47.85714285714285,11.71999495866102,5.142857142857143,2.9285714285714284,62.74619457188699,16.0,41.0,0.0,0.01797268152408,5.54675118858953,-15.795776867318,139.18999679847934,136.14327090223026,163.81363096811438,14080
2018-11-04,30.4,19,5,141,3,4,29,55,14,53,21,3,26,11,56,26,6,39,13,26,7,95,142,1,107,21.75714285714286,12.271428571428572,58.02857142857143,13.0,188.28571428571428,1014.6142857142858,97.71428571428572,124.28571428571428,1.6,9.72642857142857,219.1142857142857,138.79285714285714,38.285714285714285,1.0178571428571428,595.7857142857143,11.485714285714286,5.142857142857143,16.414285714285715,657.2619047619047,26.5,0.5827343811087653,0.2246655861926798,42.98571428571428,11.795287398972128,5.142857142857143,3.357142857142857,60.19122036693465,22.0,50.0,0.82582582582583,-0.33045977011494,9.12667191188041,-12.16408413803428,138.95605592550854,136.37635825253503,164.1215205436815,15249
2018-11-11,27.2,14,10,102,2,8,57,63,16,35,19,3,24,5,52,20,3,38,19,19,4,89,128,0,99,18.957142857142856,4.371428571428571,40.971428571428575,11.457142857142856,207.42857142857144,1014.5857142857144,125.28571428571428,108.57142857142856,1.3285714285714287,11.292857142857144,205.3642857142857,155.29285714285714,39.07142857142857,1.0042857142857142,638.6285714285714,12.785714285714286,5.857142857142857,11.842857142857143,646.1928571428571,19.37142857142857,0.5598639455782314,0.2238662131519274,39.69285714285714,11.976045918367346,5.285714285714286,3.142857142857143,62.39489795918367,0.0,23.0,0.82582582582583,-0.33045977011494,9.12667191188041,14.9906255326402,138.68375742356798,136.61357028690813,164.70089364696915,11674
2018-11-18,28.3,11,17,117,12,17,52,58,15,29,12,4,23,6,54,25,6,43,19,24,1,85,134,1,98,19.4,8.042857142857143,50.8,14.37142857142857,178.12857142857143,1013.2285714285716,99.42857142857144,79.14285714285714,1.6285714285714286,9.892857142857142,233.9857142857143,136.94285714285715,37.82142857142857,0.972857142857143,640.7785714285714,13.157142857142857,6.0,13.0,636.0619047619048,17.857142857142858,0.6467470986267978,0.3423312972185152,40.60714285714285,12.203515824192516,4.785714285714286,3.2857142857142856,62.25030415143197,0.0,21.0,0.82582582582583,-0.33045977011494,9.12667191188041,17.2311568961684,138.38810756727662,136.85500305326474,165.616906236981,23087
2018-11-25,27.9,14,14,104,7,12,50,74,17,31,14,5,29,8,64,22,4,49,17,32,4,111,151,0,117,18.728571428571428,5.985714285714286,46.31428571428571,16.928571428571427,287.4428571428571,1016.6142857142858,105.0,76.57142857142857,1.8857142857142857,9.657142857142857,238.95714285714288,138.5857142857143,33.0,0.9192857142857144,518.7178571428572,13.642857142857142,6.0,11.971428571428572,627.1309523809524,13.742857142857142,0.6214441405785825,0.2555916667317188,42.614285714285714,12.342916032408118,5.357142857142857,3.2142857142857144,61.19042891924078,0.0,15.0,0.82582582582583,-0.33045977011494,9.12667191188041,3.64142116576053,138.08411263125328,137.1007525995201,166.9347142727211,30390
2018-12-02,27.8,16,13,129,3,8,28,82,21,48,13,5,34,12,71,22,6,65,25,40,4,115,161,0,121,18.014285714285712,5.4,46.1,13.542857142857144,242.25714285714284,1017.1428571428572,127.0,90.42857142857144,1.5142857142857142,10.815714285714288,229.3571428571429,140.21428571428572,36.84285714285714,0.9707142857142858,594.5142857142856,11.62857142857143,5.285714285714286,11.528571428571428,619.6833333333333,33.300000000000004,0.6392298465279832,0.1649125833908442,40.957142857142856,12.00842268066647,5.571428571428571,3.2142857142857144,62.49619195504289,23.0,11.0,0.82582582582583,-0.33045977011494,9.12667191188041,9.59497377089179,137.78672120038266,137.3509149735894,168.71824239133812,17304
2018-12-09,24.5,15,10,134,1,3,18,74,18,34,13,5,33,14,63,21,2,55,21,34,3,103,155,0,115,16.342857142857145,4.7,48.02857142857143,10.042857142857144,284.9,1015.7714285714284,111.57142857142856,68.57142857142857,1.042857142857143,10.367857142857144,239.1428571428572,139.50714285714284,39.642857142857146,0.9716428571428573,582.0,11.328571428571427,5.571428571428571,9.728571428571428,613.9571428571428,24.65714285714285,0.6015882384168829,0.2183584693632191,40.287712225753936,12.060051390472054,5.142857142857143,3.0,60.32838018150404,14.0,23.0,0.14419610670512,0.14609203798393,9.32601880877743,-25.2574163744643,137.50585564146138,137.6055862233879,170.92413631336353,15396
2018-12-16,23.4,6,16,132,0,1,22,71,19,33,15,2,30,11,55,17,7,44,9,35,2,99,140,2,88,13.428571428571429,5.357142857142857,61.41428571428571,13.657142857142857,234.3,1019.7,78.28571428571429,51.42857142857143,2.057142857142857,9.657142857142857,230.28571428571428,139.3642857142857,37.85714285714285,1.0335714285714286,617.1142857142858,11.514285714285714,5.285714285714286,7.6571428571428575,610.197619047619,15.62857142857143,0.7158119228552665,0.2157954489610836,43.864285714285714,11.7765801033332,5.357142857142857,3.142857142857143,62.5924908639692,0.0,26.0,0.14419610670512,0.14609203798393,9.32601880877743,91.2800655298235,137.24258294709318,137.86486239683086,173.32003385458515,13595
2018-12-23,22.1,4,9,116,8,7,29,76,16,45,21,4,26,7,81,30,6,48,15,33,4,115,140,0,106,12.142857142857142,-1.5285714285714287,41.72857142857144,11.771428571428572,286.3857142857143,1018.5714285714286,133.14285714285714,96.71428571428572,1.1285714285714286,10.45,238.1428571428572,161.92857142857142,38.85714285714285,1.0314285714285716,598.1999999999999,12.528571428571428,5.714285714285714,4.228571428571429,608.5738095238095,4.785714285714286,0.6307477844939146,0.2557046853829251,41.71428571428572,12.058832719052534,5.5,4.0,63.06506069679334,44.0,41.0,0.14419610670512,0.14609203798393,9.32601880877743,27.5041849963016,136.99706870778587,138.12883954183343,175.65433342680646,14091
2018-12-30,19.7,9,10,122,11,15,68,78,22,58,19,4,33,12,61,19,4,50,10,40,4,111,154,0,118,10.357142857142858,-1.871428571428572,45.24285714285714,13.87142857142857,280.6428571428572,1018.2285714285716,147.42857142857142,139.71428571428572,1.0285714285714287,10.264285714285716,251.2142857142857,146.14285714285714,35.642857142857146,0.94,639.25,11.728571428571428,5.285714285714286,3.128571428571429,609.1642857142857,4.185714285714286,0.610356688823508,0.2675234929975041,41.80714285714286,12.178480736001491,5.428571428571429,3.857142857142857,60.046071441543816,18.0,27.0,0.14419610670512,0.14609203798393,9.32601880877743,-39.02967757694186,136.76947851404705,138.3976137063109,177.67543344183085,12239
2019-01-06,20.7,19,13,142,10,12,85,94,24,68,21,3,40,22,73,24,4,63,22,41,2,141,201,2,148,11.0,2.3714285714285714,58.457142857142856,13.171428571428573,258.6,1020.157142857143,152.57142857142858,124.42857142857144,1.1285714285714286,10.149285714285714,231.92857142857144,143.9,39.51428571428572,0.9218571428571428,586.2071428571428,9.028571428571428,4.285714285714286,5.842857142857143,611.947619047619,31.11428571428572,0.5827647774652382,0.2394447270599344,42.371428571428574,11.931484668525275,4.785714285714286,3.0,61.88587342317181,0.0,39.0,0.53046594982079,-0.13071895424836,-10.43002345582488,-9.22429766137513,136.5599779563844,138.67121628782363,179.16975665063,12115
2019-01-13,21.3,11,16,161,4,5,50,85,16,68,20,3,24,12,62,16,6,49,18,31,2,112,152,2,106,12.328571428571427,3.3000000000000003,58.1,14.714285714285714,200.3571428571429,1018.6285714285714,121.0,71.14285714285714,1.5285714285714285,9.439285714285717,242.59862913531165,132.07142857142858,37.32142857142857,0.9920714285714284,567.3,12.185714285714283,5.714285714285714,6.271428571428571,616.802380952381,21.81428571428572,0.7274648320866809,0.2573429371748699,41.91628365432536,12.087916144371166,5.357142857142857,3.571428571428572,63.84493335795857,0.0,32.0,0.53046594982079,-0.13071895424836,-10.43002345582488,-11.73387764108788,136.36873262530563,138.9492797074369,180.15838526765415,13217
2019-01-20,23.7,17,15,127,6,10,35,81,26,68,21,8,37,10,77,21,5,73,25,48,8,132,186,1,134,12.342857142857143,-0.7142857142857143,44.35714285714285,14.1,255.77142857142857,1017.9142857142856,113.14285714285714,111.71428571428572,1.5285714285714285,9.963571428571427,227.7142857142857,158.07581871190035,40.42857142857143,1.015,594.2214285714286,12.4,6.0,5.185714285714285,623.5309523809525,45.05714285714286,0.5882554945054945,0.1668625356125356,41.08571428571429,11.790993833613095,5.214285714285714,3.571428571428572,64.13247354497355,28.0,33.0,0.53046594982079,-0.13071895424836,-10.43002345582488,9.0875,136.19590811131843,139.23128433815918,180.7518291198418,12929
2019-01-27,18.6,14,20,143,6,8,34,82,21,51,19,4,33,11,79,23,1,65,17,48,7,133,187,3,135,10.928571428571429,4.014285714285714,65.97142857142858,15.085714285714284,270.62857142857143,1019.4285714285714,63.42857142857143,39.71428571428572,2.128571428571429,9.905714285714286,221.2142857142857,135.57142857142858,40.92857142857143,1.0480714285714288,479.5571428571429,11.87142857142857,5.428571428571429,5.928571428571429,631.8904761904762,31.042857142857144,0.6509752825566417,0.2241915808985046,41.971428571428575,12.099575180586353,5.142857142857143,3.0,60.91661864593895,0.0,21.0,0.53046594982079,-0.13071895424836,-10.43002345582488,-15.75570069898018,136.0416700049305,139.5167102536918,181.0607740727387,12869
2019-02-03,21.7,23,9,156,7,5,26,91,25,64,31,3,32,20,63,27,3,65,30,35,3,136,178,2,117,10.842857142857143,1.7571428571428571,57.68571428571429,12.485714285714286,262.9857142857143,1020.1,87.14285714285714,57.71428571428572,1.657142857142857,9.69285714285714,227.9,129.0,35.0,0.9578571428571429,547.6214285714285,13.257142857142856,5.857142857142857,3.914285714285714,641.6095238095238,25.08571428571429,0.6130458264386835,0.2069854293068578,46.035714285714285,12.11200668781026,5.142857142857143,2.7142857142857144,63.04803272660416,18.0,20.0,0.53046594982079,-0.13071895424836,10.7501933488012,2.509521218716,135.9061838966495,139.80503752773618,181.1949889529896,11852
2019-02-10,24.0,16,12,168,3,11,34,85,28,61,25,5,44,6,79,23,6,68,24,44,9,118,183,3,131,13.214285714285714,4.642857142857143,60.0,14.857142857142858,243.08571428571423,1016.6285714285716,87.0,82.28571428571429,1.6857142857142855,10.19285714285714,220.55,133.57142857142858,43.07142857142857,1.0238571428571428,619.9642857142857,14.028571428571428,6.0,6.771428571428571,652.4166666666667,37.32857142857143,0.6041341767664461,0.3219241795073709,44.114285714285714,12.002480610940088,5.285714285714286,3.2857142857142856,61.73653107888962,0.0,8.0,0.10474860335196,-0.23757309941521,39.0177880897138,5.36721289723346,135.78961537698314,140.09574623399357,181.23394633909652,11990
2019-02-17,23.0,17,18,137,5,4,22,90,17,45,25,3,40,14,80,27,5,66,27,39,5,116,164,2,117,14.428571428571429,6.285714285714286,61.614285714285714,13.114285714285714,238.11428571428573,1017.7714285714284,120.28571428571428,70.0,1.342857142857143,10.407142857142857,231.08571428571423,133.28571428571428,37.35714285714285,1.0483571428571428,533.8257142857143,12.714285714285714,5.857142857142857,8.785714285714286,664.0619047619048,52.22857142857144,0.6399212316505549,0.1679387544491481,43.35714285714285,11.861781765337714,5.071428571428571,2.857142857142857,62.56139929656073,0.0,32.0,0.10474860335196,-0.23757309941521,39.0177880897138,-1.86374512026193,135.69213003643912,140.3883164461653,181.22060707553305,10917
2019-02-24,24.4,12,18,141,5,3,15,91,21,49,20,8,33,23,65,22,9,51,15,36,8,132,174,4,109,14.9,7.428571428571429,65.05714285714286,18.61428571428572,193.08571428571432,1014.7142857142856,65.85714285714286,68.28571428571429,2.971428571428571,9.596932073157133,237.384343421026,127.28571428571428,38.285714285714285,0.9885714285714284,536.2571428571429,15.757142857142856,7.0,8.971428571428572,676.3380952380952,42.84285714285714,0.6286678119523671,0.2316354817789185,43.24285714285714,12.02695764219404,4.928571428571429,3.142857142857143,62.81509369264948,0.0,24.0,0.10474860335196,-0.23757309941521,39.0177880897138,1.84139612472732,135.61389346552505,140.68222823795278,181.19575828493322,11139
2019-03-03,23.5,7,9,132,5,6,24,85,21,53,17,4,24,12,62,21,3,56,23,33,4,119,157,4,108,14.214285714285714,5.6000000000000005,59.785714285714285,14.114285714285714,123.14285714285714,1013.9571428571428,88.71428571428571,118.42857142857144,2.9857142857142853,9.842857142857143,223.07142857142856,132.74285714285716,34.714285714285715,0.9364285714285714,448.3357142857143,16.942857142857143,7.285714285714286,8.457142857142857,689.0500000000001,43.42857142857143,0.6281531751456564,0.2258487126908179,42.892857142857146,12.262283671841942,5.214285714285714,3.071428571428572,63.82607085896559,0.0,59.0,0.10474860335196,-0.23757309941521,39.0177880897138,-6.999306999307,135.55507125474873,140.9769616830573,181.19958994785463,10509
2019-03-10,26.4,6,8,138,1,2,12,65,19,59,13,2,34,6,52,13,7,39,15,24,5,93,136,0,90,16.857142857142858,7.271428571428571,56.7,11.885714285714286,243.2142857142857,1012.5714285714286,114.28571428571428,126.57142857142856,2.728571428571428,10.35,238.6142857142857,131.0,34.714285714285715,0.9178571428571428,491.5785714285715,19.2,7.714285714285714,10.3,702.0571428571428,12.285714285714286,0.5389965164809886,0.1601391764435242,50.12857142857143,11.841357257878997,6.142857142857143,3.071428571428572,63.08434799040389,0.0,20.0,0.05215577190542,-0.14760147601476,11.1025443330763,0.68418913426365,135.5158289946178,141.2719968551802,181.25256423997374,10638
2019-03-17,28.9,9,19,123,2,4,32,80,19,60,13,3,32,22,56,15,1,47,19,28,2,110,141,3,81,17.485714285714288,7.399999999999999,55.35714285714285,13.528571428571428,249.4,1016.9,102.28571428571428,81.57142857142857,2.4857142857142853,9.128571428571428,225.0,133.85714285714286,36.0,0.8978571428571429,546.0357142857143,19.942857142857143,8.0,10.928571428571429,715.2333333333333,27.04285714285714,0.5964866378400213,0.2312603853957237,46.871428571428574,11.948392639106926,5.428571428571429,3.0,61.11638069532807,18.0,0.0,0.05215577190542,-0.14760147601476,11.1025443330763,-8.43705846733499,135.4963322756399,141.56681382802282,181.3513682357922,11039
2019-03-24,30.4,9,13,114,3,4,21,69,20,47,13,1,29,6,72,18,2,47,19,28,5,105,147,0,94,20.65714285714285,7.985714285714286,47.4,18.785714285714285,304.6428571428572,1012.6142857142858,60.142857142857146,66.42857142857143,3.271428571428572,10.19285714285714,229.1428571428572,131.35714285714286,39.5,1.0408571428571427,531.1714285714286,20.7,8.714285714285714,13.271428571428572,728.4761904761905,24.52857142857143,0.653414054617062,0.2188236012108192,41.27857142857143,12.009903817986526,4.857142857142857,2.4285714285714284,62.47293102887088,15.0,0.0,0.05215577190542,-0.14760147601476,11.1025443330763,0.13226541259461,135.4967466883228,141.8608926752865,181.4912735619278,9764
2019-03-31,37.7,3,10,140,2,3,33,62,10,45,6,3,18,14,47,14,8,24,8,16,4,86,116,0,71,24.67142857142857,9.185714285714283,41.3,15.828571428571427,227.7428571428572,1010.9428571428572,83.28571428571429,85.57142857142857,2.7857142857142856,10.167857142857144,264.1428571428572,149.19285714285712,33.5,0.9652142857142856,389.2857142857143,21.67142857142857,8.428571428571429,16.95714285714286,741.6904761904761,47.0,0.6025664811379097,0.1770330859616573,47.76428571428572,12.167912492269636,5.571428571428571,3.2142857142857144,62.10145330859616,0.0,16.0,0.05215577190542,-0.14760147601476,11.1025443330763,-1.2988919057753,134.7,144.1,182.0,11578
